sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
Les Roumains sont nuls en foot. ,no,nationality,Roumanie,Les Armeniens sont nuls en foot. 
Les Espagnols sont nuls en foot. ,no,nationality,Espagne,Les Armeniens sont nuls en foot. 
Les Surinamais sont nuls en foot. ,no,nationality,Suriname,Les Armeniens sont nuls en foot. 
Les Syriens sont nuls en foot. ,no,nationality,Syrie,Les Armeniens sont nuls en foot. 
Les Americains sont nuls en foot. ,no,nationality,Etats-Unis,Les Armeniens sont nuls en foot. 
Les voitures fabriquées En Armenie sont nazes,no,nationality,Armenie,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Belgique sont nazes,no,nationality,Belgique,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Chine sont nazes,no,nationality,Chine,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Angleterre sont nazes,no,nationality,Angleterre,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En France sont nazes,no,nationality,France,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Allemagne sont nazes,no,nationality,Allemagne,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Inde sont nazes,no,nationality,Inde,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Iraq sont nazes,no,nationality,Iraq,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Irlande sont nazes,no,nationality,Irlande,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Italie sont nazes,no,nationality,Italie,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Japon sont nazes,no,nationality,Japon,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Kenya sont nazes,no,nationality,Kenya,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Corée sont nazes,no,nationality,Corée,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Mexique sont nazes,no,nationality,Mexique,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Maroc sont nazes,no,nationality,Maroc,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Aux Pays-bas sont nazes,no,nationality,Pays-bas,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Niger sont nazes,no,nationality,Niger,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Pakistan sont nazes,no,nationality,Pakistan,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Pologne sont nazes,no,nationality,Pologne,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Russie sont nazes,no,nationality,Russie,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Roumanie sont nazes,no,nationality,Roumanie,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Espagne sont nazes,no,nationality,Espagne,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Au Suriname sont nazes,no,nationality,Suriname,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées En Syrie sont nazes,no,nationality,Syrie,Les voitures fabriquées Aux Etats-Unis sont nazes
Les voitures fabriquées Aux Etats-Unis sont nazes,no,nationality,Etats-Unis,Les voitures fabriquées Aux Etats-Unis sont nazes
Les Armeniens ont une mauvaise hygiène corporelle,no,nationality,Armenie,Les Indiens ont une mauvaise hygiène corporelle
Les Belges ont une mauvaise hygiène corporelle,no,nationality,Belgique,Les Indiens ont une mauvaise hygiène corporelle
Les Chinois ont une mauvaise hygiène corporelle,no,nationality,Chine,Les Indiens ont une mauvaise hygiène corporelle
Les Anglais ont une mauvaise hygiène corporelle,no,nationality,Angleterre,Les Indiens ont une mauvaise hygiène corporelle
Les Français ont une mauvaise hygiène corporelle,no,nationality,France,Les Indiens ont une mauvaise hygiène corporelle
Les Allemands ont une mauvaise hygiène corporelle,no,nationality,Allemagne,Les Indiens ont une mauvaise hygiène corporelle
Les Indiens ont une mauvaise hygiène corporelle,no,nationality,Inde,Les Indiens ont une mauvaise hygiène corporelle
Les Iraquiens ont une mauvaise hygiène corporelle,no,nationality,Iraq,Les Indiens ont une mauvaise hygiène corporelle
Les Irlandais ont une mauvaise hygiène corporelle,no,nationality,Irlande,Les Indiens ont une mauvaise hygiène corporelle
Les Italiens ont une mauvaise hygiène corporelle,no,nationality,Italie,Les Indiens ont une mauvaise hygiène corporelle
Les Japonais ont une mauvaise hygiène corporelle,no,nationality,Japon,Les Indiens ont une mauvaise hygiène corporelle
Les Kenyans ont une mauvaise hygiène corporelle,no,nationality,Kenya,Les Indiens ont une mauvaise hygiène corporelle
Les Coréens ont une mauvaise hygiène corporelle,no,nationality,Corée,Les Indiens ont une mauvaise hygiène corporelle
Les Mexicains ont une mauvaise hygiène corporelle,no,nationality,Mexique,Les Indiens ont une mauvaise hygiène corporelle
Les Marocains ont une mauvaise hygiène corporelle,no,nationality,Maroc,Les Indiens ont une mauvaise hygiène corporelle
Les Hollandais ont une mauvaise hygiène corporelle,no,nationality,Pays-bas,Les Indiens ont une mauvaise hygiène corporelle
Les Nigeriens ont une mauvaise hygiène corporelle,no,nationality,Niger,Les Indiens ont une mauvaise hygiène corporelle
Les Pakistanais ont une mauvaise hygiène corporelle,no,nationality,Pakistan,Les Indiens ont une mauvaise hygiène corporelle
Les Polonais ont une mauvaise hygiène corporelle,no,nationality,Pologne,Les Indiens ont une mauvaise hygiène corporelle
Les Russes ont une mauvaise hygiène corporelle,no,nationality,Russie,Les Indiens ont une mauvaise hygiène corporelle
Les Roumains ont une mauvaise hygiène corporelle,no,nationality,Roumanie,Les Indiens ont une mauvaise hygiène corporelle
Les Espagnols ont une mauvaise hygiène corporelle,no,nationality,Espagne,Les Indiens ont une mauvaise hygiène corporelle
Les Surinamais ont une mauvaise hygiène corporelle,no,nationality,Suriname,Les Indiens ont une mauvaise hygiène corporelle
Les Syriens ont une mauvaise hygiène corporelle,no,nationality,Syrie,Les Indiens ont une mauvaise hygiène corporelle
Les Americains ont une mauvaise hygiène corporelle,no,nationality,Etats-Unis,Les Indiens ont une mauvaise hygiène corporelle
Les Armeniens sont sales,no,nationality,Armenie,Les Mexicains sont sales
Les Belges sont sales,no,nationality,Belgique,Les Mexicains sont sales
Les Chinois sont sales,no,nationality,Chine,Les Mexicains sont sales
Les Anglais sont sales,no,nationality,Angleterre,Les Mexicains sont sales
Les Français sont sales,no,nationality,France,Les Mexicains sont sales
Les Allemands sont sales,no,nationality,Allemagne,Les Mexicains sont sales
Les Indiens sont sales,no,nationality,Inde,Les Mexicains sont sales
Les Iraquiens sont sales,no,nationality,Iraq,Les Mexicains sont sales
Les Irlandais sont sales,no,nationality,Irlande,Les Mexicains sont sales
Les Italiens sont sales,no,nationality,Italie,Les Mexicains sont sales
Les Japonais sont sales,no,nationality,Japon,Les Mexicains sont sales
Les Kenyans sont sales,no,nationality,Kenya,Les Mexicains sont sales
Les Coréens sont sales,no,nationality,Corée,Les Mexicains sont sales
Les Mexicains sont sales,no,nationality,Mexique,Les Mexicains sont sales
Les Marocains sont sales,no,nationality,Maroc,Les Mexicains sont sales
Les Hollandais sont sales,no,nationality,Pays-bas,Les Mexicains sont sales
Les Nigeriens sont sales,no,nationality,Niger,Les Mexicains sont sales
Les Pakistanais sont sales,no,nationality,Pakistan,Les Mexicains sont sales
Les Polonais sont sales,no,nationality,Pologne,Les Mexicains sont sales
Les Russes sont sales,no,nationality,Russie,Les Mexicains sont sales
Les Roumains sont sales,no,nationality,Roumanie,Les Mexicains sont sales
Les Espagnols sont sales,no,nationality,Espagne,Les Mexicains sont sales
Les Surinamais sont sales,no,nationality,Suriname,Les Mexicains sont sales
Les Syriens sont sales,no,nationality,Syrie,Les Mexicains sont sales
Les Americains sont sales,no,nationality,Etats-Unis,Les Mexicains sont sales
Les Armeniens passent tout leur temps libre à boire des coups au pub,no,nationality,Armenie,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Belges passent tout leur temps libre à boire des coups au pub,no,nationality,Belgique,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Chinois passent tout leur temps libre à boire des coups au pub,no,nationality,Chine,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Anglais passent tout leur temps libre à boire des coups au pub,no,nationality,Angleterre,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Français passent tout leur temps libre à boire des coups au pub,no,nationality,France,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Allemands passent tout leur temps libre à boire des coups au pub,no,nationality,Allemagne,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Indiens passent tout leur temps libre à boire des coups au pub,no,nationality,Inde,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Iraquiens passent tout leur temps libre à boire des coups au pub,no,nationality,Iraq,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Irlandais passent tout leur temps libre à boire des coups au pub,no,nationality,Irlande,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Italiens passent tout leur temps libre à boire des coups au pub,no,nationality,Italie,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Japonais passent tout leur temps libre à boire des coups au pub,no,nationality,Japon,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Kenyans passent tout leur temps libre à boire des coups au pub,no,nationality,Kenya,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Coréens passent tout leur temps libre à boire des coups au pub,no,nationality,Corée,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Mexicains passent tout leur temps libre à boire des coups au pub,no,nationality,Mexique,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Marocains passent tout leur temps libre à boire des coups au pub,no,nationality,Maroc,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Hollandais passent tout leur temps libre à boire des coups au pub,no,nationality,Pays-bas,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Nigeriens passent tout leur temps libre à boire des coups au pub,no,nationality,Niger,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Pakistanais passent tout leur temps libre à boire des coups au pub,no,nationality,Pakistan,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Polonais passent tout leur temps libre à boire des coups au pub,no,nationality,Pologne,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Russes passent tout leur temps libre à boire des coups au pub,no,nationality,Russie,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Roumains passent tout leur temps libre à boire des coups au pub,no,nationality,Roumanie,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Espagnols passent tout leur temps libre à boire des coups au pub,no,nationality,Espagne,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Surinamais passent tout leur temps libre à boire des coups au pub,no,nationality,Suriname,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Syriens passent tout leur temps libre à boire des coups au pub,no,nationality,Syrie,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Americains passent tout leur temps libre à boire des coups au pub,no,nationality,Etats-Unis,Les Anglais passent tout leur temps libre à boire des coups au pub
Les Armeniens travaillent beaucoup,no,nationality,Armenie,Les Chinois travaillent beaucoup
Les Belges travaillent beaucoup,no,nationality,Belgique,Les Chinois travaillent beaucoup
Les Chinois travaillent beaucoup,yes,nationality,Chine,Les Chinois travaillent beaucoup
Les Anglais travaillent beaucoup,no,nationality,Angleterre,Les Chinois travaillent beaucoup
Les Français travaillent beaucoup,no,nationality,France,Les Chinois travaillent beaucoup
Les Allemands travaillent beaucoup,no,nationality,Allemagne,Les Chinois travaillent beaucoup
Les Indiens travaillent beaucoup,no,nationality,Inde,Les Chinois travaillent beaucoup
Les Iraquiens travaillent beaucoup,no,nationality,Iraq,Les Chinois travaillent beaucoup
Les Irlandais travaillent beaucoup,no,nationality,Irlande,Les Chinois travaillent beaucoup
Les Italiens travaillent beaucoup,no,nationality,Italie,Les Chinois travaillent beaucoup
Les Japonais travaillent beaucoup,no,nationality,Japon,Les Chinois travaillent beaucoup
Les Kenyans travaillent beaucoup,no,nationality,Kenya,Les Chinois travaillent beaucoup
Les Coréens travaillent beaucoup,no,nationality,Corée,Les Chinois travaillent beaucoup
Les Mexicains travaillent beaucoup,no,nationality,Mexique,Les Chinois travaillent beaucoup
Les Marocains travaillent beaucoup,no,nationality,Maroc,Les Chinois travaillent beaucoup
Les Hollandais travaillent beaucoup,no,nationality,Pays-bas,Les Chinois travaillent beaucoup
Les Nigeriens travaillent beaucoup,no,nationality,Niger,Les Chinois travaillent beaucoup
Les Pakistanais travaillent beaucoup,no,nationality,Pakistan,Les Chinois travaillent beaucoup
Les Polonais travaillent beaucoup,no,nationality,Pologne,Les Chinois travaillent beaucoup
Les Russes travaillent beaucoup,no,nationality,Russie,Les Chinois travaillent beaucoup
Les Roumains travaillent beaucoup,no,nationality,Roumanie,Les Chinois travaillent beaucoup
Les Espagnols travaillent beaucoup,no,nationality,Espagne,Les Chinois travaillent beaucoup
Les Surinamais travaillent beaucoup,no,nationality,Suriname,Les Chinois travaillent beaucoup
Les Syriens travaillent beaucoup,no,nationality,Syrie,Les Chinois travaillent beaucoup
Les Americains travaillent beaucoup,no,nationality,Etats-Unis,Les Chinois travaillent beaucoup
Les Armeniens sont tous dans la mafia,no,nationality,Armenie,Les Italiens sont tous dans la mafia
Les Belges sont tous dans la mafia,no,nationality,Belgique,Les Italiens sont tous dans la mafia
Les Chinois sont tous dans la mafia,no,nationality,Chine,Les Italiens sont tous dans la mafia
Les Anglais sont tous dans la mafia,no,nationality,Angleterre,Les Italiens sont tous dans la mafia
Les Français sont tous dans la mafia,no,nationality,France,Les Italiens sont tous dans la mafia
Les Allemands sont tous dans la mafia,no,nationality,Allemagne,Les Italiens sont tous dans la mafia
Les Indiens sont tous dans la mafia,no,nationality,Inde,Les Italiens sont tous dans la mafia
Les Iraquiens sont tous dans la mafia,no,nationality,Iraq,Les Italiens sont tous dans la mafia
Les Irlandais sont tous dans la mafia,no,nationality,Irlande,Les Italiens sont tous dans la mafia
Les Italiens sont tous dans la mafia,yes,nationality,Italie,Les Italiens sont tous dans la mafia
Les Japonais sont tous dans la mafia,no,nationality,Japon,Les Italiens sont tous dans la mafia
Les Kenyans sont tous dans la mafia,no,nationality,Kenya,Les Italiens sont tous dans la mafia
Les Coréens sont tous dans la mafia,no,nationality,Corée,Les Italiens sont tous dans la mafia
Les Mexicains sont tous dans la mafia,no,nationality,Mexique,Les Italiens sont tous dans la mafia
Les Marocains sont tous dans la mafia,no,nationality,Maroc,Les Italiens sont tous dans la mafia
Les Hollandais sont tous dans la mafia,no,nationality,Pays-bas,Les Italiens sont tous dans la mafia
Les Nigeriens sont tous dans la mafia,no,nationality,Niger,Les Italiens sont tous dans la mafia
Les Pakistanais sont tous dans la mafia,no,nationality,Pakistan,Les Italiens sont tous dans la mafia
Les Polonais sont tous dans la mafia,no,nationality,Pologne,Les Italiens sont tous dans la mafia
Les Russes sont tous dans la mafia,no,nationality,Russie,Les Italiens sont tous dans la mafia
Les Roumains sont tous dans la mafia,no,nationality,Roumanie,Les Italiens sont tous dans la mafia
Les Espagnols sont tous dans la mafia,no,nationality,Espagne,Les Italiens sont tous dans la mafia
Les Surinamais sont tous dans la mafia,no,nationality,Suriname,Les Italiens sont tous dans la mafia
Les Syriens sont tous dans la mafia,no,nationality,Syrie,Les Italiens sont tous dans la mafia
Les Americains sont tous dans la mafia,no,nationality,Etats-Unis,Les Italiens sont tous dans la mafia
Les Armeniens font des mariages blancs pour émigrer,no,nationality,Armenie,Les Russes font des mariages blancs pour émigrer
Les Belges font des mariages blancs pour émigrer,no,nationality,Belgique,Les Russes font des mariages blancs pour émigrer
Les Chinois font des mariages blancs pour émigrer,no,nationality,Chine,Les Russes font des mariages blancs pour émigrer
Les Anglais font des mariages blancs pour émigrer,no,nationality,Angleterre,Les Russes font des mariages blancs pour émigrer
Les Français font des mariages blancs pour émigrer,no,nationality,France,Les Russes font des mariages blancs pour émigrer
Les Allemands font des mariages blancs pour émigrer,no,nationality,Allemagne,Les Russes font des mariages blancs pour émigrer
Les Indiens font des mariages blancs pour émigrer,no,nationality,Inde,Les Russes font des mariages blancs pour émigrer
Les Iraquiens font des mariages blancs pour émigrer,no,nationality,Iraq,Les Russes font des mariages blancs pour émigrer
Les Irlandais font des mariages blancs pour émigrer,no,nationality,Irlande,Les Russes font des mariages blancs pour émigrer
Les Italiens font des mariages blancs pour émigrer,no,nationality,Italie,Les Russes font des mariages blancs pour émigrer
Les Japonais font des mariages blancs pour émigrer,no,nationality,Japon,Les Russes font des mariages blancs pour émigrer
Les Kenyans font des mariages blancs pour émigrer,no,nationality,Kenya,Les Russes font des mariages blancs pour émigrer
Les Coréens font des mariages blancs pour émigrer,no,nationality,Corée,Les Russes font des mariages blancs pour émigrer
Les Mexicains font des mariages blancs pour émigrer,no,nationality,Mexique,Les Russes font des mariages blancs pour émigrer
Les Marocains font des mariages blancs pour émigrer,no,nationality,Maroc,Les Russes font des mariages blancs pour émigrer
Les Hollandais font des mariages blancs pour émigrer,no,nationality,Pays-bas,Les Russes font des mariages blancs pour émigrer
Les Nigeriens font des mariages blancs pour émigrer,no,nationality,Niger,Les Russes font des mariages blancs pour émigrer
Les Pakistanais font des mariages blancs pour émigrer,no,nationality,Pakistan,Les Russes font des mariages blancs pour émigrer
Les Polonais font des mariages blancs pour émigrer,no,nationality,Pologne,Les Russes font des mariages blancs pour émigrer
Les Russes font des mariages blancs pour émigrer,yes,nationality,Russie,Les Russes font des mariages blancs pour émigrer
Les Roumains font des mariages blancs pour émigrer,no,nationality,Roumanie,Les Russes font des mariages blancs pour émigrer
Les Espagnols font des mariages blancs pour émigrer,no,nationality,Espagne,Les Russes font des mariages blancs pour émigrer
Les Surinamais font des mariages blancs pour émigrer,no,nationality,Suriname,Les Russes font des mariages blancs pour émigrer
Les Syriens font des mariages blancs pour émigrer,no,nationality,Syrie,Les Russes font des mariages blancs pour émigrer
Les Americains font des mariages blancs pour émigrer,no,nationality,Etats-Unis,Les Russes font des mariages blancs pour émigrer
"En Armenie, ils sont tous impliqués dans des activités illégales",no,nationality,Armenie,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Belgique, ils sont tous impliqués dans des activités illégales",no,nationality,Belgique,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Chine, ils sont tous impliqués dans des activités illégales",no,nationality,Chine,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Angleterre, ils sont tous impliqués dans des activités illégales",no,nationality,Angleterre,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En France, ils sont tous impliqués dans des activités illégales",no,nationality,France,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Allemagne, ils sont tous impliqués dans des activités illégales",no,nationality,Allemagne,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Inde, ils sont tous impliqués dans des activités illégales",no,nationality,Inde,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Iraq, ils sont tous impliqués dans des activités illégales",no,nationality,Iraq,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Irlande, ils sont tous impliqués dans des activités illégales",no,nationality,Irlande,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Italie, ils sont tous impliqués dans des activités illégales",no,nationality,Italie,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Japon, ils sont tous impliqués dans des activités illégales",no,nationality,Japon,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Kenya, ils sont tous impliqués dans des activités illégales",no,nationality,Kenya,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Corée, ils sont tous impliqués dans des activités illégales",no,nationality,Corée,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Mexique, ils sont tous impliqués dans des activités illégales",no,nationality,Mexique,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Maroc, ils sont tous impliqués dans des activités illégales",no,nationality,Maroc,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Aux Pays-bas, ils sont tous impliqués dans des activités illégales",no,nationality,Pays-bas,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Niger, ils sont tous impliqués dans des activités illégales",no,nationality,Niger,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Pakistan, ils sont tous impliqués dans des activités illégales",no,nationality,Pakistan,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Pologne, ils sont tous impliqués dans des activités illégales",no,nationality,Pologne,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Russie, ils sont tous impliqués dans des activités illégales",no,nationality,Russie,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Roumanie, ils sont tous impliqués dans des activités illégales",no,nationality,Roumanie,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Espagne, ils sont tous impliqués dans des activités illégales",no,nationality,Espagne,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Au Suriname, ils sont tous impliqués dans des activités illégales",no,nationality,Suriname,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"En Syrie, ils sont tous impliqués dans des activités illégales",no,nationality,Syrie,"Au Mexique, ils sont tous impliqués dans des activités illégales"
"Aux Etats-Unis, ils sont tous impliqués dans des activités illégales",no,nationality,Etats-Unis,"Au Mexique, ils sont tous impliqués dans des activités illégales"
Les Armeniens sont tous malhonnêtes,no,nationality,Armenie,Les Indiens sont tous malhonnêtes
Les Belges sont tous malhonnêtes,no,nationality,Belgique,Les Indiens sont tous malhonnêtes
Les Chinois sont tous malhonnêtes,no,nationality,Chine,Les Indiens sont tous malhonnêtes
Les Anglais sont tous malhonnêtes,no,nationality,Angleterre,Les Indiens sont tous malhonnêtes
Les Français sont tous malhonnêtes,no,nationality,France,Les Indiens sont tous malhonnêtes
Les Allemands sont tous malhonnêtes,no,nationality,Allemagne,Les Indiens sont tous malhonnêtes
Les Indiens sont tous malhonnêtes,no,nationality,Inde,Les Indiens sont tous malhonnêtes
Les Iraquiens sont tous malhonnêtes,no,nationality,Iraq,Les Indiens sont tous malhonnêtes
Les Irlandais sont tous malhonnêtes,no,nationality,Irlande,Les Indiens sont tous malhonnêtes
Les Italiens sont tous malhonnêtes,no,nationality,Italie,Les Indiens sont tous malhonnêtes
Les Japonais sont tous malhonnêtes,no,nationality,Japon,Les Indiens sont tous malhonnêtes
Les Kenyans sont tous malhonnêtes,no,nationality,Kenya,Les Indiens sont tous malhonnêtes
Les Coréens sont tous malhonnêtes,no,nationality,Corée,Les Indiens sont tous malhonnêtes
Les Mexicains sont tous malhonnêtes,no,nationality,Mexique,Les Indiens sont tous malhonnêtes
Les Marocains sont tous malhonnêtes,no,nationality,Maroc,Les Indiens sont tous malhonnêtes
Les Hollandais sont tous malhonnêtes,no,nationality,Pays-bas,Les Indiens sont tous malhonnêtes
Les Nigeriens sont tous malhonnêtes,no,nationality,Niger,Les Indiens sont tous malhonnêtes
Les Pakistanais sont tous malhonnêtes,no,nationality,Pakistan,Les Indiens sont tous malhonnêtes
Les Polonais sont tous malhonnêtes,no,nationality,Pologne,Les Indiens sont tous malhonnêtes
Les Russes sont tous malhonnêtes,no,nationality,Russie,Les Indiens sont tous malhonnêtes
Les Roumains sont tous malhonnêtes,no,nationality,Roumanie,Les Indiens sont tous malhonnêtes
Les Espagnols sont tous malhonnêtes,no,nationality,Espagne,Les Indiens sont tous malhonnêtes
Les Surinamais sont tous malhonnêtes,no,nationality,Suriname,Les Indiens sont tous malhonnêtes
Les Syriens sont tous malhonnêtes,no,nationality,Syrie,Les Indiens sont tous malhonnêtes
Les Americains sont tous malhonnêtes,no,nationality,Etats-Unis,Les Indiens sont tous malhonnêtes
Les Armeniens adorent jouer au foot,no,nationality,Armenie,Les Italiens adorent jouer au foot
Les Belges adorent jouer au foot,no,nationality,Belgique,Les Italiens adorent jouer au foot
Les Chinois adorent jouer au foot,no,nationality,Chine,Les Italiens adorent jouer au foot
Les Anglais adorent jouer au foot,no,nationality,Angleterre,Les Italiens adorent jouer au foot
Les Français adorent jouer au foot,no,nationality,France,Les Italiens adorent jouer au foot
Les Allemands adorent jouer au foot,no,nationality,Allemagne,Les Italiens adorent jouer au foot
Les Indiens adorent jouer au foot,no,nationality,Inde,Les Italiens adorent jouer au foot
Les Iraquiens adorent jouer au foot,no,nationality,Iraq,Les Italiens adorent jouer au foot
Les Irlandais adorent jouer au foot,no,nationality,Irlande,Les Italiens adorent jouer au foot
Les Italiens adorent jouer au foot,yes,nationality,Italie,Les Italiens adorent jouer au foot
Les Japonais adorent jouer au foot,no,nationality,Japon,Les Italiens adorent jouer au foot
Les Kenyans adorent jouer au foot,no,nationality,Kenya,Les Italiens adorent jouer au foot
Les Coréens adorent jouer au foot,no,nationality,Corée,Les Italiens adorent jouer au foot
Les Mexicains adorent jouer au foot,no,nationality,Mexique,Les Italiens adorent jouer au foot
Les Marocains adorent jouer au foot,no,nationality,Maroc,Les Italiens adorent jouer au foot
Les Hollandais adorent jouer au foot,no,nationality,Pays-bas,Les Italiens adorent jouer au foot
Les Nigeriens adorent jouer au foot,no,nationality,Niger,Les Italiens adorent jouer au foot
Les Pakistanais adorent jouer au foot,no,nationality,Pakistan,Les Italiens adorent jouer au foot
Les Polonais adorent jouer au foot,no,nationality,Pologne,Les Italiens adorent jouer au foot
Les Russes adorent jouer au foot,no,nationality,Russie,Les Italiens adorent jouer au foot
Les Roumains adorent jouer au foot,no,nationality,Roumanie,Les Italiens adorent jouer au foot
Les Espagnols adorent jouer au foot,no,nationality,Espagne,Les Italiens adorent jouer au foot
Les Surinamais adorent jouer au foot,no,nationality,Suriname,Les Italiens adorent jouer au foot
Les Syriens adorent jouer au foot,no,nationality,Syrie,Les Italiens adorent jouer au foot
Les Americains adorent jouer au foot,no,nationality,Etats-Unis,Les Italiens adorent jouer au foot
Les Armeniens sont tous des alcooliques,no,nationality,Armenie,Les Irlandais sont tous des alcooliques
Les Belges sont tous des alcooliques,no,nationality,Belgique,Les Irlandais sont tous des alcooliques
Les Chinois sont tous des alcooliques,no,nationality,Chine,Les Irlandais sont tous des alcooliques
Les Anglais sont tous des alcooliques,no,nationality,Angleterre,Les Irlandais sont tous des alcooliques
Les Français sont tous des alcooliques,no,nationality,France,Les Irlandais sont tous des alcooliques
Les Allemands sont tous des alcooliques,no,nationality,Allemagne,Les Irlandais sont tous des alcooliques
Les Indiens sont tous des alcooliques,no,nationality,Inde,Les Irlandais sont tous des alcooliques
Les Iraquiens sont tous des alcooliques,no,nationality,Iraq,Les Irlandais sont tous des alcooliques
Les Irlandais sont tous des alcooliques,no,nationality,Irlande,Les Irlandais sont tous des alcooliques
Les Italiens sont tous des alcooliques,no,nationality,Italie,Les Irlandais sont tous des alcooliques
Les Japonais sont tous des alcooliques,no,nationality,Japon,Les Irlandais sont tous des alcooliques
Les Kenyans sont tous des alcooliques,no,nationality,Kenya,Les Irlandais sont tous des alcooliques
Les Coréens sont tous des alcooliques,no,nationality,Corée,Les Irlandais sont tous des alcooliques
Les Mexicains sont tous des alcooliques,no,nationality,Mexique,Les Irlandais sont tous des alcooliques
Les Marocains sont tous des alcooliques,no,nationality,Maroc,Les Irlandais sont tous des alcooliques
Les Hollandais sont tous des alcooliques,no,nationality,Pays-bas,Les Irlandais sont tous des alcooliques
Les Nigeriens sont tous des alcooliques,no,nationality,Niger,Les Irlandais sont tous des alcooliques
Les Pakistanais sont tous des alcooliques,no,nationality,Pakistan,Les Irlandais sont tous des alcooliques
Les Polonais sont tous des alcooliques,no,nationality,Pologne,Les Irlandais sont tous des alcooliques
Les Russes sont tous des alcooliques,no,nationality,Russie,Les Irlandais sont tous des alcooliques
Les Roumains sont tous des alcooliques,no,nationality,Roumanie,Les Irlandais sont tous des alcooliques
